antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric
frozenset({'Casual Slim Fit'}),frozenset({'Slim-Fit'}),0.14803625377643503,0.14602215508559918,0.027190332326283987,0.1836734693877551,1.2578465869106266,0.0055737595190502726,1.046122860020141,0.24060940372997122
frozenset({'Peacoat'}),frozenset({'Cropped'}),0.12185297079556898,0.12487411883182276,0.019133937562940583,0.15702479338842976,1.257464676086377,0.003917655207804075,1.0381395256995045,0.23316030902945442
frozenset({'Cropped'}),frozenset({'Peacoat'}),0.12487411883182276,0.12185297079556898,0.019133937562940583,0.1532258064516129,1.257464676086377,0.003917655207804075,1.0370498249652327,0.23396523529768037
frozenset({'Cuban Collar'}),frozenset({'Henley'}),0.11681772406847936,0.14400805639476336,0.021148036253776436,0.1810344827586207,1.2571135760790932,0.004325342858214957,1.045211215349552,0.23157951892273443
frozenset({'Henley'}),frozenset({'Cuban Collar'}),0.14400805639476336,0.11681772406847936,0.021148036253776436,0.14685314685314685,1.2571135760790932,0.004325342858214957,1.035205454575471,0.23893557422969183
frozenset({'Camp Collared'}),frozenset({'Coach'}),0.13695871097683787,0.12890231621349446,0.022155085599194362,0.16176470588235295,1.2549402573529413,0.004500790528665411,1.039204254341796,0.23538771613450726
frozenset({'Coach'}),frozenset({'Camp Collared'}),0.12890231621349446,0.13695871097683787,0.022155085599194362,0.171875,1.2549402573529411,0.004500790528665411,1.0421630659902335,0.23321071991592218
frozenset({'Pullover'}),frozenset({'Camp Collared'}),0.13494461228600202,0.13695871097683787,0.023162134944612285,0.17164179104477612,1.253237489025461,0.004680294792652289,1.0418696642261596,0.23358809535860692
frozenset({'Camp Collared'}),frozenset({'Pullover'}),0.13695871097683787,0.13494461228600202,0.023162134944612285,0.1691176470588235,1.2532374890254607,0.004680294792652289,1.0411286082221567,0.23413322510273438
frozenset({'Mandarin Collar'}),frozenset({'Puffer'}),0.11681772406847936,0.1309164149043303,0.019133937562940583,0.16379310344827586,1.2511273209549072,0.003840579930611966,1.0393164522793576,0.22726999939986792
frozenset({'Puffer'}),frozenset({'Mandarin Collar'}),0.1309164149043303,0.11681772406847936,0.019133937562940583,0.14615384615384613,1.251127320954907,0.003840579930611966,1.0343576204603395,0.23095688235652853
frozenset({'Wool'}),frozenset({'Cargo Pants'}),0.11883182275931521,0.12890231621349446,0.019133937562940583,0.16101694915254236,1.2491393008474576,0.0038162403693934067,1.0382780473414914,0.2263458646616541
frozenset({'Cargo Pants'}),frozenset({'Wool'}),0.12890231621349446,0.11883182275931521,0.019133937562940583,0.1484375,1.2491393008474576,0.0038162403693934067,1.0347662998789693,0.22896257986005472
frozenset({'Peacoat'}),frozenset({'Chambray'}),0.12185297079556898,0.13293051359516617,0.02014098690835851,0.1652892561983471,1.2434259954921112,0.003943008917406742,1.038766414405791,0.22293577981651383
frozenset({'Chambray'}),frozenset({'Peacoat'}),0.13293051359516617,0.12185297079556898,0.02014098690835851,0.15151515151515152,1.2434259954921112,0.003943008917406742,1.0349589987052221,0.22578397212543558
frozenset({'Mandarin Collar'}),frozenset({'Slim-Fit'}),0.11681772406847936,0.14602215508559918,0.021148036253776436,0.1810344827586207,1.2397740784780025,0.00409006043310221,1.0427518948428474,0.21898246185589404
frozenset({'Slim-Fit'}),frozenset({'Mandarin Collar'}),0.14602215508559918,0.11681772406847936,0.021148036253776436,0.14482758620689656,1.2397740784780025,0.00409006043310221,1.0327534678231491,0.22647124887690928
frozenset({'Wool'}),frozenset({'Cardigan'}),0.11883182275931521,0.1299093655589124,0.019133937562940583,0.16101694915254236,1.2394560504532912,0.003696570860068818,1.037077725899478,0.21924812030075178
frozenset({'Cardigan'}),frozenset({'Wool'}),0.1299093655589124,0.11883182275931521,0.019133937562940583,0.14728682170542634,1.239456050453291,0.003696570860068818,1.0333699533095304,0.22203947368421043
frozenset({'Polo'}),frozenset({'Cargo Pants'}),0.11983887210473314,0.12890231621349446,0.019133937562940583,0.15966386554621848,1.238642331932773,0.003686429376227752,1.0366062437059416,0.21889678429483309
frozenset({'Cargo Pants'}),frozenset({'Polo'}),0.12890231621349446,0.11983887210473314,0.019133937562940583,0.1484375,1.238642331932773,0.003686429376227752,1.033583709821965,0.22117432309096433
frozenset({'Tracksuit Bottoms'}),frozenset({'Drawstring'}),0.1228600201409869,0.13897280966767372,0.021148036253776436,0.17213114754098363,1.2385958660014256,0.004073834058956501,1.0400526457479586,0.21961620469083148
frozenset({'Drawstring'}),frozenset({'Tracksuit Bottoms'}),0.13897280966767372,0.1228600201409869,0.021148036253776436,0.15217391304347827,1.2385958660014256,0.004073834058956501,1.0345753608593489,0.22372598162071838
frozenset({'Pleated'}),frozenset({'Henley'}),0.13595166163141995,0.14400805639476336,0.02416918429003021,0.17777777777777776,1.2344988344988344,0.004591049734850902,1.0410712827631257,0.2198426573426572
frozenset({'Henley'}),frozenset({'Pleated'}),0.14400805639476336,0.13595166163141995,0.02416918429003021,0.1678321678321678,1.2344988344988344,0.004591049734850902,1.0383101881235879,0.22191176470588223
frozenset({'Camp Collared'}),frozenset({'Denim'}),0.13695871097683787,0.23867069486404835,0.04028197381671702,0.29411764705882354,1.2323157110945644,0.007593943100190757,1.0785498489425982,0.21843640606767784
frozenset({'Denim'}),frozenset({'Camp Collared'}),0.23867069486404835,0.13695871097683787,0.04028197381671702,0.16877637130801687,1.2323157110945644,0.007593943100190757,1.0382780989771037,0.2476190476190475
frozenset({'Polo'}),frozenset({'Tracksuit Bottoms'}),0.11983887210473314,0.1228600201409869,0.01812688821752266,0.1512605042016807,1.2311613169858109,0.0034034819770619937,1.0334619564675502,0.21332316297991363
frozenset({'Tracksuit Bottoms'}),frozenset({'Polo'}),0.1228600201409869,0.11983887210473314,0.01812688821752266,0.1475409836065574,1.2311613169858109,0.0034034819770619937,1.0324967077232938,0.21405791555045295
frozenset({'Tracksuit Bottoms'}),frozenset({'Shearling'}),0.1228600201409869,0.13997985901309165,0.021148036253776436,0.17213114754098363,1.2296851043755161,0.003950107956095489,1.0388362099049786,0.21294625772237713
frozenset({'Shearling'}),frozenset({'Tracksuit Bottoms'}),0.13997985901309165,0.1228600201409869,0.021148036253776436,0.1510791366906475,1.2296851043755161,0.003950107956095489,1.0332411627152782,0.21718523474963758
frozenset({'Peacoat'}),frozenset({'Casual Slim Fit'}),0.12185297079556898,0.14803625377643503,0.022155085599194362,0.18181818181818185,1.2282003710575142,0.004116428291088988,1.041289023162135,0.21158256880733972
frozenset({'Casual Slim Fit'}),frozenset({'Peacoat'}),0.14803625377643503,0.12185297079556898,0.022155085599194362,0.14965986394557826,1.2282003710575142,0.004116428291088988,1.0327009063444108,0.218085106382979
frozenset({'Cargo Pants'}),frozenset({'Shearling'}),0.12890231621349446,0.13997985901309165,0.022155085599194362,0.171875,1.2278552158273381,0.00411135754916845,1.0385148872294743,0.21303205465055178
frozenset({'Shearling'}),frozenset({'Cargo Pants'}),0.13997985901309165,0.12890231621349446,0.022155085599194362,0.15827338129496404,1.2278552158273381,0.00411135754916845,1.034893829455763,0.2157760272514371
frozenset({'Coach'}),frozenset({'Trench Coat'}),0.12890231621349446,0.1339375629405841,0.021148036253776436,0.1640625,1.2249177631578947,0.0038831741627444495,1.0360373078841612,0.21078998073217736
frozenset({'Trench Coat'}),frozenset({'Coach'}),0.1339375629405841,0.12890231621349446,0.021148036253776436,0.15789473684210525,1.2249177631578947,0.0038831741627444495,1.0344284994964754,0.21201550387596907
frozenset({'Mandarin Collar'}),frozenset({'Casual Slim Fit'}),0.11681772406847936,0.14803625377643503,0.021148036253776436,0.1810344827586207,1.2229064039408868,0.003854778007989463,1.0402925743361424,0.20638540478905368
frozenset({'Casual Slim Fit'}),frozenset({'Mandarin Collar'}),0.14803625377643503,0.11681772406847936,0.021148036253776436,0.14285714285714288,1.2229064039408868,0.003854778007989463,1.0303793219201074,0.21394799054373534
frozenset({'Linen'}),frozenset({'Leather'}),0.12185297079556898,0.12185297079556898,0.01812688821752266,0.14876033057851243,1.2208182501195277,0.0032787417258168736,1.0316096168323898,0.20597604485219176
frozenset({'Leather'}),frozenset({'Linen'}),0.12185297079556898,0.12185297079556898,0.01812688821752266,0.14876033057851243,1.2208182501195277,0.0032787417258168736,1.0316096168323898,0.20597604485219176
frozenset({'Leather'}),frozenset({'Peacoat'}),0.12185297079556898,0.12185297079556898,0.01812688821752266,0.14876033057851243,1.2208182501195277,0.0032787417258168736,1.0316096168323898,0.20597604485219176
frozenset({'Peacoat'}),frozenset({'Leather'}),0.12185297079556898,0.12185297079556898,0.01812688821752266,0.14876033057851243,1.2208182501195277,0.0032787417258168736,1.0316096168323898,0.20597604485219176
frozenset({'Bomber'}),frozenset({'Casual Slim Fit'}),0.14501510574018128,0.14803625377643503,0.026183282980866064,0.18055555555555555,1.219671201814059,0.004715789986096026,1.0396845716626555,0.21065506931231312
frozenset({'Casual Slim Fit'}),frozenset({'Bomber'}),0.14803625377643503,0.14501510574018128,0.026183282980866064,0.17687074829931976,1.219671201814059,0.004715789986096026,1.038700656662755,0.21140207310420073
frozenset({'Pleated'}),frozenset({'Relaxed Leg'}),0.13595166163141995,0.13997985901309165,0.023162134944612285,0.17037037037037037,1.2171063149480414,0.004131640516850579,1.0366314199395772,0.20644572818485843
frozenset({'Relaxed Leg'}),frozenset({'Pleated'}),0.13997985901309165,0.13595166163141995,0.023162134944612285,0.16546762589928055,1.2171063149480412,0.004131640516850579,1.0353682675278675,0.2074126870990732
frozenset({'Windbreaker'}),frozenset({'Pleated'}),0.1339375629405841,0.13595166163141995,0.022155085599194362,0.16541353383458648,1.2167084377610695,0.003946051362559062,1.0353011621893797,0.20565539112050743
frozenset({'Pleated'}),frozenset({'Windbreaker'}),0.13595166163141995,0.1339375629405841,0.022155085599194362,0.16296296296296298,1.2167084377610693,0.003946051362559062,1.0346763628585942,0.2061347743165925
frozenset({'Cardigan'}),frozenset({'Trench Coat'}),0.1299093655589124,0.1339375629405841,0.021148036253776436,0.16279069767441862,1.215422276621787,0.00374829242765826,1.0344634664876358,0.20370370370370366
frozenset({'Trench Coat'}),frozenset({'Cardigan'}),0.1339375629405841,0.1299093655589124,0.021148036253776436,0.15789473684210525,1.215422276621787,0.00374829242765826,1.0332326283987916,0.20465116279069764
frozenset({'Denim'}),frozenset({'Drawstring'}),0.23867069486404835,0.13897280966767372,0.04028197381671702,0.16877637130801687,1.2144560631076866,0.007113236766124194,1.0358550462373672,0.2319444444444443
frozenset({'Drawstring'}),frozenset({'Denim'}),0.13897280966767372,0.23867069486404835,0.04028197381671702,0.28985507246376807,1.2144560631076864,0.007113236766124194,1.0720759602934828,0.20508771929824546
frozenset({'Cargo Pants'}),frozenset({'Casual Slim Fit'}),0.12890231621349446,0.14803625377643503,0.023162134944612285,0.1796875,1.2138073979591837,0.004079918949261144,1.0385843763487268,0.2022116109575271
frozenset({'Casual Slim Fit'}),frozenset({'Cargo Pants'}),0.14803625377643503,0.12890231621349446,0.023162134944612285,0.1564625850340136,1.2138073979591837,0.004079918949261144,1.0326722541662605,0.20675300647548572
frozenset({'Wool'}),frozenset({'Dress'}),0.11883182275931521,0.11883182275931521,0.017119838872104734,0.1440677966101695,1.2123671358804942,0.0029988367718034297,1.0294836130138694,0.19878991596638657
frozenset({'Dress'}),frozenset({'Wool'}),0.11883182275931521,0.11883182275931521,0.017119838872104734,0.1440677966101695,1.2123671358804942,0.0029988367718034297,1.0294836130138694,0.19878991596638657
frozenset({'Coach'}),frozenset({'Cargo Pants'}),0.12890231621349446,0.12890231621349446,0.02014098690835851,0.15625,1.212158203125,0.003525179783154791,1.0324120696728956,0.20092485549132938
frozenset({'Cargo Pants'}),frozenset({'Coach'}),0.12890231621349446,0.12890231621349446,0.02014098690835851,0.15625,1.212158203125,0.003525179783154791,1.0324120696728956,0.20092485549132938
frozenset({'Linen'}),frozenset({'Tracksuit Bottoms'}),0.12185297079556898,0.1228600201409869,0.01812688821752266,0.14876033057851243,1.2108115431513349,0.003156029771339967,1.0304265782809767,0.19826707441386357
frozenset({'Tracksuit Bottoms'}),frozenset({'Linen'}),0.1228600201409869,0.12185297079556898,0.01812688821752266,0.1475409836065574,1.2108115431513349,0.003156029771339967,1.030134015028275,0.19849470595739271
frozenset({'Peacoat'}),frozenset({'Cardigan'}),0.12185297079556898,0.1299093655589124,0.019133937562940583,0.15702479338842976,1.2087257351527965,0.003304095435419537,1.0321663408565844,0.19664413326895216
frozenset({'Cardigan'}),frozenset({'Peacoat'}),0.1299093655589124,0.12185297079556898,0.019133937562940583,0.14728682170542634,1.2087257351527965,0.003304095435419537,1.0298269706124692,0.19846491228070173
frozenset({'Oxford Cloth'}),frozenset({'Relaxed Leg'}),0.13695871097683787,0.13997985901309165,0.023162134944612285,0.1691176470588235,1.2081570038087175,0.003990673891459753,1.0350684882674295,0.19963472172898375
frozenset({'Relaxed Leg'}),frozenset({'Oxford Cloth'}),0.13997985901309165,0.13695871097683787,0.023162134944612285,0.16546762589928055,1.2081570038087175,0.003990673891459753,1.0341615446053407,0.2003360146624579
frozenset({'Flannel'}),frozenset({'Pullover'}),0.13595166163141995,0.13494461228600202,0.022155085599194362,0.16296296296296298,1.2076285240464346,0.00380914133070466,1.0334732508087585,0.19898283534647165
frozenset({'Pullover'}),frozenset({'Flannel'}),0.13494461228600202,0.13595166163141995,0.022155085599194362,0.16417910447761194,1.2076285240464344,0.00380914133070466,1.0337721191195512,0.19875119060218008
frozenset({'Cargo Pants'}),frozenset({'Flannel'}),0.12890231621349446,0.13595166163141995,0.021148036253776436,0.1640625,1.2067708333333333,0.0036235521764131397,1.0336279187960584,0.1966969446738233
frozenset({'Flannel'}),frozenset({'Cargo Pants'}),0.13595166163141995,0.12890231621349446,0.021148036253776436,0.15555555555555556,1.2067708333333333,0.0036235521764131397,1.0315630465892829,0.19830169830169828
frozenset({'Henley'}),frozenset({'Bomber'}),0.14400805639476336,0.14501510574018128,0.025176233635448138,0.17482517482517482,1.205565268065268,0.00429289010992354,1.0361257616877464,0.1991999999999998
frozenset({'Bomber'}),frozenset({'Henley'}),0.14501510574018128,0.14400805639476336,0.025176233635448138,0.1736111111111111,1.205565268065268,0.00429289010992354,1.0358221838584376,0.19943462897526482
frozenset({'Cuban Collar'}),frozenset({'Pleated'}),0.11681772406847936,0.13595166163141995,0.019133937562940583,0.16379310344827586,1.2047892720306512,0.0032523738678300954,1.0332949201108792,0.19246234171517723
frozenset({'Pleated'}),frozenset({'Cuban Collar'}),0.13595166163141995,0.11681772406847936,0.019133937562940583,0.14074074074074072,1.2047892720306512,0.0032523738678300954,1.027841441816856,0.19672432830327552
frozenset({'Peacoat'}),frozenset({'Joggers'}),0.12185297079556898,0.1510574018126888,0.022155085599194362,0.18181818181818185,1.2036363636363638,0.0037482924276582633,1.0375965088956027,0.19266055045871572
frozenset({'Henley'}),frozenset({'Joggers'}),0.14400805639476336,0.1510574018126888,0.026183282980866064,0.18181818181818182,1.2036363636363638,0.004429800141777945,1.0375965088956027,0.19764705882352943
frozenset({'Joggers'}),frozenset({'Henley'}),0.1510574018126888,0.14400805639476336,0.026183282980866064,0.17333333333333337,1.2036363636363638,0.004429800141777945,1.0354741253289153,0.199288256227758
frozenset({'Joggers'}),frozenset({'Peacoat'}),0.1510574018126888,0.12185297079556898,0.022155085599194362,0.1466666666666667,1.2036363636363638,0.0037482924276582633,1.0290785498489425,0.19928825622775814
frozenset({'Peacoat'}),frozenset({'High-Waisted'}),0.12185297079556898,0.1309164149043303,0.019133937562940583,0.15702479338842976,1.1994278448823903,0.003181383480942629,1.0309717038880004,0.18934089811685167
frozenset({'High-Waisted'}),frozenset({'Peacoat'}),0.1309164149043303,0.12185297079556898,0.019133937562940583,0.14615384615384613,1.1994278448823903,0.003181383480942629,1.028460484653838,0.19131548453985475
frozenset({'Cardigan'}),frozenset({'Flannel'}),0.1299093655589124,0.13595166163141995,0.021148036253776436,0.16279069767441862,1.1974160206718347,0.003486642144558738,1.032057737495804,0.18948412698412695
frozenset({'Flannel'}),frozenset({'Cardigan'}),0.13595166163141995,0.1299093655589124,0.021148036253776436,0.15555555555555556,1.1974160206718347,0.003486642144558738,1.0303704881539195,0.19080919080919076
frozenset({'Chinos'}),frozenset({'Pleated'}),0.12386706948640483,0.13595166163141995,0.02014098690835851,0.16260162601626016,1.1960252935862692,0.0033010529902672177,1.0318247147508286,0.18706896551724136
frozenset({'Pleated'}),frozenset({'Chinos'}),0.13595166163141995,0.12386706948640483,0.02014098690835851,0.14814814814814814,1.1960252935862692,0.0033010529902672177,1.0285038749507422,0.18968531468531466
frozenset({'Cuban Collar'}),frozenset({'Oxford Cloth'}),0.11681772406847936,0.13695871097683787,0.019133937562940583,0.16379310344827586,1.1959305273833671,0.003134732655273722,1.0320906136771835,0.18550081017823913
frozenset({'Oxford Cloth'}),frozenset({'Cuban Collar'}),0.13695871097683787,0.11681772406847936,0.019133937562940583,0.13970588235294115,1.195930527383367,0.003134732655273722,1.0266050386896308,0.189829883928023
frozenset({'Cardigan'}),frozenset({'Mandarin Collar'}),0.1299093655589124,0.11681772406847936,0.01812688821752266,0.13953488372093026,1.1944667201283081,0.0029511717977504168,1.0264010233798755,0.18711419753086425
frozenset({'Mandarin Collar'}),frozenset({'Cardigan'}),0.11681772406847936,0.1299093655589124,0.01812688821752266,0.15517241379310345,1.194466720128308,0.0029511717977504168,1.0299031999506751,0.1843405549220829
frozenset({'High-Waisted'}),frozenset({'Denim'}),0.1309164149043303,0.23867069486404835,0.03726082578046324,0.2846153846153846,1.192502434274586,0.006014914066136669,1.0642237598674593,0.18574426106291678
frozenset({'Denim'}),frozenset({'High-Waisted'}),0.23867069486404835,0.1309164149043303,0.03726082578046324,0.1561181434599156,1.192502434274586,0.006014914066136669,1.0298640483383685,0.2120334620334619
frozenset({'Chambray'}),frozenset({'Shearling'}),0.13293051359516617,0.13997985901309165,0.022155085599194362,0.16666666666666669,1.1906474820143886,0.0035474910476051384,1.0320241691842902,0.18466898954703828
frozenset({'Shearling'}),frozenset({'Chambray'}),0.13997985901309165,0.13293051359516617,0.022155085599194362,0.15827338129496404,1.1906474820143886,0.0035474910476051384,1.0301081932501872,0.1861826697892271
frozenset({'Bomber'}),frozenset({'Shearling'}),0.14501510574018128,0.13997985901309165,0.02416918429003021,0.16666666666666666,1.1906474820143884,0.003869990233751057,1.03202416918429,0.1872791519434627
frozenset({'Shearling'}),frozenset({'Bomber'}),0.13997985901309165,0.14501510574018128,0.02416918429003021,0.1726618705035971,1.1906474820143882,0.003869990233751057,1.0334165243662157,0.18618266978922696
frozenset({'Flannel'}),frozenset({'Camp Collared'}),0.13595166163141995,0.13695871097683787,0.022155085599194362,0.16296296296296298,1.1898692810457516,0.0035353212669958604,1.0310670267090876,0.1846789574062302
frozenset({'Pleated'}),frozenset({'Oxford Cloth'}),0.13595166163141995,0.13695871097683787,0.022155085599194362,0.16296296296296298,1.1898692810457516,0.0035353212669958604,1.0310670267090876,0.1846789574062302
frozenset({'Camp Collared'}),frozenset({'Flannel'}),0.13695871097683787,0.13595166163141995,0.022155085599194362,0.16176470588235295,1.1898692810457516,0.0035353212669958604,1.0307945089309376,0.18489445210565403
frozenset({'Oxford Cloth'}),frozenset({'Pleated'}),0.13695871097683787,0.13595166163141995,0.022155085599194362,0.16176470588235295,1.1898692810457516,0.0035353212669958604,1.0307945089309376,0.18489445210565403
frozenset({'Linen'}),frozenset({'Drawstring'}),0.12185297079556898,0.13897280966767372,0.02014098690835851,0.1652892561983471,1.1893639956881064,0.003206737190545296,1.0315276240615,0.18130733944954122
frozenset({'Drawstring'}),frozenset({'Linen'}),0.13897280966767372,0.12185297079556898,0.02014098690835851,0.14492753623188404,1.1893639956881061,0.003206737190545296,1.0269855087306057,0.1849122807017543
frozenset({'Slim-Fit'}),frozenset({'Joggers'}),0.14602215508559918,0.1510574018126888,0.026183282980866064,0.17931034482758623,1.187034482758621,0.004125555626545947,1.0344258549341188,0.18450653120464458
frozenset({'Joggers'}),frozenset({'Slim-Fit'}),0.1510574018126888,0.14602215508559918,0.026183282980866064,0.17333333333333337,1.187034482758621,0.004125555626545947,1.0330377156222592,0.18560087599233524
frozenset({'Trench Coat'}),frozenset({'Slim-Fit'}),0.1339375629405841,0.14602215508559918,0.023162134944612285,0.17293233082706766,1.1842883069743324,0.0036042833571151116,1.0325368488510482,0.17967644084934273
frozenset({'Slim-Fit'}),frozenset({'Trench Coat'}),0.14602215508559918,0.1339375629405841,0.023162134944612285,0.15862068965517243,1.1842883069743324,0.0036042833571151116,1.0293365030624204,0.18221903199343717
frozenset({'Dress'}),frozenset({'Coach'}),0.11883182275931521,0.12890231621349446,0.01812688821752266,0.15254237288135594,1.1833951271186443,0.002809191023975484,1.0278952668680765,0.175873015873016
frozenset({'Coach'}),frozenset({'Dress'}),0.12890231621349446,0.11883182275931521,0.01812688821752266,0.140625,1.183395127118644,0.002809191023975484,1.0253593335164333,0.1779062299293514
frozenset({'Oxford Cloth'}),frozenset({'Camp Collared'}),0.13695871097683787,0.13695871097683787,0.022155085599194362,0.16176470588235295,1.1811202422145328,0.0033973970867573512,1.0295931167293864,0.17768112867296063
frozenset({'Camp Collared'}),frozenset({'Oxford Cloth'}),0.13695871097683787,0.13695871097683787,0.022155085599194362,0.16176470588235295,1.1811202422145328,0.0033973970867573512,1.0295931167293864,0.17768112867296063
frozenset({'Peacoat'}),frozenset({'Relaxed Leg'}),0.12185297079556898,0.13997985901309165,0.02014098690835851,0.1652892561983471,1.1808074201795589,0.003084025236068391,1.030321159004118,0.17436926605504594
frozenset({'Relaxed Leg'}),frozenset({'Peacoat'}),0.13997985901309165,0.12185297079556898,0.02014098690835851,0.14388489208633093,1.1808074201795589,0.003084025236068391,1.0257347652051756,0.1780444964871195
frozenset({'Trench Coat'}),frozenset({'Windbreaker'}),0.1339375629405841,0.1339375629405841,0.021148036253776436,0.15789473684210525,1.1788682231895526,0.0032087654873135113,1.0284491440080563,0.17519379844961241
frozenset({'Windbreaker'}),frozenset({'Trench Coat'}),0.1339375629405841,0.1339375629405841,0.021148036253776436,0.15789473684210525,1.1788682231895526,0.0032087654873135113,1.0284491440080563,0.17519379844961241
frozenset({'Tracksuit Bottoms'}),frozenset({'Slim-Fit'}),0.1228600201409869,0.14602215508559918,0.021148036253776436,0.17213114754098363,1.1788015828151501,0.003207751338929407,1.0315375948470982,0.17292657591165067
frozenset({'Slim-Fit'}),frozenset({'Tracksuit Bottoms'}),0.14602215508559918,0.1228600201409869,0.021148036253776436,0.14482758620689656,1.17880158281515,0.003207751338929407,1.025687879673846,0.1776168014375563
frozenset({'Slim-Fit'}),frozenset({'Cargo Pants'}),0.14602215508559918,0.12890231621349446,0.022155085599194362,0.1517241379310345,1.1770474137931037,0.0033324915901745272,1.026903773569458,0.17613636363636373
frozenset({'Cargo Pants'}),frozenset({'Slim-Fit'}),0.12890231621349446,0.14602215508559918,0.022155085599194362,0.171875,1.1770474137931035,0.0033324915901745272,1.0312185297079557,0.1726747241198109
frozenset({'Dress'}),frozenset({'Henley'}),0.11883182275931521,0.14400805639476336,0.02014098690835851,0.1694915254237288,1.176958634585753,0.003028247074942522,1.0306841769940605,0.17062857142857138
frozenset({'Henley'}),frozenset({'Dress'}),0.14400805639476336,0.11883182275931521,0.02014098690835851,0.13986013986013984,1.176958634585753,0.003028247074942522,1.0244475556538042,0.17564705882352935
frozenset({'Parka'}),frozenset({'Pleated'}),0.12588116817724068,0.13595166163141995,0.02014098690835851,0.16,1.1768888888888889,0.0030272329265584146,1.0286289742483097,0.17194700460829482
frozenset({'Pleated'}),frozenset({'Parka'}),0.13595166163141995,0.12588116817724068,0.02014098690835851,0.14814814814814814,1.1768888888888889,0.0030272329265584146,1.0261394982267174,0.17395104895104882
frozenset({'Chambray'}),frozenset({'Cargo Pants'}),0.13293051359516617,0.12890231621349446,0.02014098690835851,0.15151515151515152,1.1754261363636365,0.0030059358104921746,1.0266508416055244,0.17212543554006957
frozenset({'Cargo Pants'}),frozenset({'Chambray'}),0.12890231621349446,0.13293051359516617,0.02014098690835851,0.15625,1.1754261363636362,0.0030059358104921746,1.0276379098131363,0.17132947976878604
frozenset({'Puffer'}),frozenset({'High-Waisted'}),0.1309164149043303,0.1309164149043303,0.02014098690835851,0.15384615384615385,1.175147928994083,0.003001879216955751,1.0270987823857916,0.17149478563151802
frozenset({'High-Waisted'}),frozenset({'Puffer'}),0.1309164149043303,0.1309164149043303,0.02014098690835851,0.15384615384615385,1.175147928994083,0.003001879216955751,1.0270987823857916,0.17149478563151802
frozenset({'Pleated'}),frozenset({'Bomber'}),0.13595166163141995,0.14501510574018128,0.023162134944612285,0.17037037037037037,1.1748456790123456,0.0034470903575785743,1.0305621493310315,0.17224080267558506
frozenset({'Bomber'}),frozenset({'Pleated'}),0.14501510574018128,0.13595166163141995,0.023162134944612285,0.1597222222222222,1.1748456790123456,0.0034470903575785743,1.0282889316121944,0.17406667690889516
frozenset({'Cords'}),frozenset({'Flannel'}),0.11983887210473314,0.13595166163141995,0.019133937562940583,0.15966386554621848,1.1744164332399625,0.002841643772266894,1.0282175226586103,0.16873419246055632
frozenset({'Flannel'}),frozenset({'Cords'}),0.13595166163141995,0.11983887210473314,0.019133937562940583,0.14074074074074072,1.1744164332399625,0.002841643772266894,1.0243254505677675,0.17188075082811916
frozenset({'Joggers'}),frozenset({'High-Waisted'}),0.1510574018126888,0.1309164149043303,0.023162134944612285,0.15333333333333335,1.1712307692307693,0.0033862414545321774,1.0264766753098462,0.17221104750116042
frozenset({'High-Waisted'}),frozenset({'Joggers'}),0.1309164149043303,0.1510574018126888,0.023162134944612285,0.1769230769230769,1.171230769230769,0.0033862414545321774,1.0314255865827147,0.16822006146405355
frozenset({'Denim'}),frozenset({'Oxford Cloth'}),0.23867069486404835,0.13695871097683787,0.038267875125881166,0.16033755274261602,1.170699925539836,0.005579844409354905,1.0278431432084896,0.19152046783625712
frozenset({'Oxford Cloth'}),frozenset({'Denim'}),0.13695871097683787,0.23867069486404835,0.038267875125881166,0.2794117647058823,1.1706999255398358,0.005579844409354905,1.0565386275356061,0.16894921083338435
frozenset({'Parka'}),frozenset({'Henley'}),0.12588116817724068,0.14400805639476336,0.021148036253776436,0.168,1.1666013986013986,0.003020133887869668,1.0288364706793711,0.16337502743032686
frozenset({'Henley'}),frozenset({'Parka'}),0.14400805639476336,0.12588116817724068,0.021148036253776436,0.14685314685314685,1.1666013986013986,0.003020133887869668,1.0245819094315949,0.1668347338935573
frozenset({'Cargo Pants'}),frozenset({'Trench Coat'}),0.12890231621349446,0.1339375629405841,0.02014098690835851,0.15625,1.1665883458646615,0.002876124817326523,1.0264443698481966,0.16393063583815035
frozenset({'Trench Coat'}),frozenset({'Cargo Pants'}),0.1339375629405841,0.12890231621349446,0.02014098690835851,0.15037593984962405,1.1665883458646615,0.002876124817326523,1.025274264987657,0.16488372093023262
frozenset({'Tracksuit Bottoms'}),frozenset({'Trench Coat'}),0.1228600201409869,0.1339375629405841,0.019133937562940583,0.1557377049180328,1.1627634660421546,0.0026783658824257213,1.0258215273907645,0.15958668197474168
frozenset({'Trench Coat'}),frozenset({'Tracksuit Bottoms'}),0.1339375629405841,0.1228600201409869,0.019133937562940583,0.14285714285714285,1.1627634660421546,0.0026783658824257213,1.023329976502182,0.1616279069767442
frozenset({'Drawstring'}),frozenset({'Puffer'}),0.13897280966767372,0.1309164149043303,0.021148036253776436,0.15217391304347827,1.1623745819397995,0.0029542142429027363,1.0250729465230977,0.1622389306599833
frozenset({'Puffer'}),frozenset({'Drawstring'}),0.1309164149043303,0.13897280966767372,0.021148036253776436,0.16153846153846155,1.1623745819397993,0.0029542142429027363,1.0269131627816737,0.16073497765270647
